,valence,energy,tempo,acousticness,loudness,id
308,0.64,0.611,135.151,0.501,-11.193,6uokl3aZjUsJwCjTlvLLfg
309,0.455,0.481,119.834,0.507,-10.727,4S4CZX1QAdADmcnikhSEw0
310,0.355,0.164,89.898,0.833,-16.096,1n4pczwMAPqVGnoEXAH3KX
311,0.631,0.499,113.009,0.679,-10.897,1GDr7okvRmGt6PMIGuT6X8
312,0.785,0.531,92.947,0.419,-9.296,6Vc4ALuxIAZWjtlEqhSd0a
313,0.954,0.679,129.698,0.639,-8.559,72QB8235EEpKdQAa5eImAm
314,0.272,0.305,71.868,0.792,-10.229,0p1U59WIkgZAhoASWGKOIs
315,0.939,0.463,120.128,0.791,-6.463,672bYvh0ygZMrUvRr6hN4P
316,0.552,0.534,114.007,0.0416,-9.344,6DRUtMPBop3V0lz47i65JE
317,0.839,0.678,136.396,0.0555,-7.214,6U8Ua0spxZM6oqTmSPitst
318,0.384,0.132,77.352,0.819,-14.568,4O8i6O7O63ZzOnYrcqzFBM
319,0.68,0.593,133.104,0.302,-6.603,5r55xvwTQx7jMIP6dvBFfk
320,0.773,0.446,81.545,0.732,-12.391,6X4Sn2nTswhtxuo7Lf80h3
321,0.782,0.497,97.491,0.983,-10.732,2DG0ccrVYIh3qk3ske5jTz
322,0.285,0.274,60.918,0.822,-12.238,3c7xpv5Nq2Jg9OsNoXWvMH
323,0.869,0.863,128.298,0.0757,-6.761,562MDpXyzsGik7DX62ewjX
324,0.796,0.776,147.566,0.377,-7.93,6lTR7SIIpM5w87smnLLFjG
325,0.955,0.799,133.683,0.766,-10.473,6GowC8GxwjbTqlsbyRRVuK
326,0.79,0.678,100.616,0.213,-10.278,6lRqBBgxGFUQwBhsO11wvc
327,0.887,0.583,110.489,0.478,-10.876,37xBpd1cgA3fphLF4OKyam
328,0.448,0.321,106.146,0.595,-15.504,0IXsuUvkB7epjAaL5nFqZn
329,0.819,0.841,118.376,0.119,-6.173,6cl64wfCZDTD8nHy1PIRfB
330,0.969,0.467,143.936,0.0788,-11.636,4lLxpoJz4k2NngTYrKgy34
331,0.425,0.106,126.288,0.816,-17.217,5MRVJ7VrItNXMkWnINtx1r
332,0.924,0.555,137.18,0.265,-11.248,06PjPPrL9gUOKWTSiL3LBD
333,0.918,0.481,76.735,0.166,-9.711,78V47MibfQBUS5GqgfWzE8
334,0.799,0.631,139.805,0.131,-8.592,6dUSdDtR424J0cFe4zzSb2
335,0.893,0.403,78.258,0.771,-13.797,7xToyNu0NfADMPrFcOO29k
336,0.955,0.671,124.561,0.435,-6.268,2O5tP6uuOZBhVwDeO4T6Hk
337,0.855,0.686,145.835,0.574,-6.023,2ndVfPuyvV9yijfcwGrtvC
338,0.425,0.712,106.957,0.47,-6.083,6bt66mdAIeV2vqzbkLY1lK
339,0.887,0.53,111.948,0.623,-14.402,3Wtlrgl7wlDUg2OLpG8UY0
340,0.616,0.751,125.838,0.788,-7.214,3OxhOhSLmmQsaevmBauGSG
341,0.689,0.47,66.002,0.123,-10.748,5XjfehViZzCpR7zAdI6uTo
342,0.365,0.405,97.367,0.136,-11.31,3PoTZwc0PDdl7FLmApsFFu
343,0.637,0.367,106.939,0.615,-10.149,2Ovjs13pJZinNJyQ8uwEzS
344,0.245,0.821,126.709,0.13,-8.361,4wkxOAvb725v0bbzSkYjQd
345,0.642,0.466,114.303,0.326,-13.555,6NXo5Vd0H0CFyPlCUhFPsN
346,0.388,0.423,98.533,0.166,-13.086,5qBy5gRPu4Dx3EEtyBqFDg
347,0.403,0.493,134.891,0.534,-6.695,2zj9gFQKLE9PhSW5vZXfMp
348,0.442,0.393,93.574,0.854,-10.804,67jv2ktmQrlr6ofoBkDOl8
349,0.533,0.811,148.074,0.256,-9.45,0MYOr7ccRmjIDfz5AfGZUh
350,0.321,0.319,116.499,0.941,-11.059,6OABxperoKNyrF5OEdBfHw
351,0.454,0.647,113.627,0.705,-7.003,5eAthsf68HXOwiMrPDns36
352,0.355,0.409,105.665,0.8,-10.258,4wLqY1bzqH2BR6V0BjPddI
353,0.57,0.442,113.887,0.114,-13.689,4XOMLnCpUmajrwd07JjIqf
354,0.718,0.546,111.249,0.661,-6.741,7Lc7W76ZN0YMSUIyRF9kqJ
355,0.143,0.229,116.149,0.883,-12.524,12s33bsZSCcZ2OhicEhWdl
356,0.434,0.425,100.181,0.78,-10.399,6FCGXU9Jn98t3UKizcJnUf
357,0.423,0.473,113.749,0.296,-8.942,0fKbixvKvG37hr8B8EA1RQ
358,0.451,0.322,147.289,0.85,-14.127,1sX6XzHUUjOF5aRwboOV4b
359,0.607,0.493,103.154,0.597,-13.809,0lfIVV1uZD5m0c0I2iQymH
360,0.405,0.238,65.285,0.718,-20.551,0vkK59zdV9cYBB0YnIDcWN
361,0.677,0.511,122.193,0.965,-7.35,5cgFP20UJaGnXfoJfuCMO2
362,0.512,0.219,152.415,0.347,-12.298,6jQ6GBVE5d68RNcxLPAzYl
363,0.836,0.158,102.882,0.65,-20.262,3Df1kd14lycyx31sPP3XxI
364,0.224,0.533,98.848,0.282,-9.087,5F0vhf0bfnmtMW2aWsx0zz
365,0.661,0.652,90.668,0.954,-7.278,6fH8RwQ1gI8ENnRVqcS6oW
366,0.921,0.459,148.492,0.681,-14.549,1aAEOXbNkhhOX6SeDXkQyx
367,0.933,0.581,139.295,0.0043,-8.881,0sgqluWxdj8AyeBym6639f
368,0.514,0.364,139.848,0.151,-9.878,5LEpOmLygVvz5eAc2tAuBt
369,0.664,0.745,119.35,0.00184,-7.493,6e6bOOSp6VsTf7iOFcwv6z
370,0.391,0.345,82.275,0.753,-12.204,7C82Zl7vicqdVGiMps6hBa
371,0.456,0.368,88.535,0.32,-13.376,0TelFBLhPKXDhWtZQTeRy3
372,0.905,0.67,142.837,0.408,-6.865,0Z4D2fddNSjl1wfNJi9Qqi
373,0.745,0.53,117.599,0.534,-8.806,3iDxu2gefoi2DuFvTRsdOY
374,0.816,0.605,137.51,0.428,-10.32,3W2r1lvWBpcQdMuvFQkIiL
375,0.495,0.124,180.216,0.682,-13.279,4vhugyToSibNtubvaiq9bB
376,0.542,0.491,130.155,0.505,-16.234,2dTFjXVWDhu2kvXyFXBwYI
377,0.323,0.326,99.938,0.783,-13.266,5cIR4L6u2Hnd6hfpkHdF5d
378,0.766,0.579,133.811,0.00142,-9.134,6kiiplf21KskQ8mvB9XVbG
379,0.742,0.837,129.646,0.1,-5.954,4wrj0HexvkWRbo7PBYQf26
380,0.687,0.33,134.733,0.476,-11.162,6mHcRDlCKTrNpbFJ0wgOdb
381,0.921,0.531,165.038,0.271,-7.42,6bjnZpgPunJ0m6cAy8iawQ
382,0.726,0.734,124.199,0.802,-6.799,4I2xiLzUMra0FEhz7C45wl
383,0.794,0.74,94.672,0.761,-7.771,1dDFnQDSgXsUe7jsECMHFR
384,0.803,0.712,167.245,0.0394,-10.376,4fEEVreEAKfNytguEgqOWA
385,0.732,0.545,124.628,0.286,-8.305,7FCCzIa6Y3KrSMMWg8HMKz
386,0.636,0.689,124.053,0.408,-10.55,2zjolxqyzR6e40hdgQ0oRH
387,0.313,0.0727,88.102,0.954,-20.826,3TJ2oIxwr4PydFlJTnTo2c
388,0.401,0.499,117.785,0.623,-11.342,4lCOveJVXyATJbzOtYxIuF
389,0.908,0.729,135.297,0.348,-9.256,2pByRkMtcBMMb7jn0jucpZ
390,0.618,0.506,111.833,0.855,-11.064,1WYNP8n9gVb2Ajn9mrMrW9
391,0.848,0.566,197.947,0.697,-10.766,7lQY4o3AcNasNabGUVDPAQ
392,0.827,0.573,96.254,0.141,-10.183,40NHppXZVM0eYvsVseywWl
393,0.431,0.407,72.27,0.828,-17.378,0InNB7XxKf6hEBMWki1Mrf
394,0.969,0.757,118.706,0.538,-6.699,1c0vqgS9zA8zlNeNjvJCcw
395,0.326,0.181,76.079,0.768,-15.838,5l3JBclcJlezasWw3wKB09
396,0.866,0.529,142.051,0.357,-9.214,3rbWdpk5mhffBkEeOwSG0B
397,0.941,0.745,145.889,0.285,-9.466,1YuWQnoqG41s6ZVVAMQ8kq
398,0.612,0.407,131.991,0.6,-14.885,20LmsilZE4T9lwcPMaIsYE
399,0.967,0.752,141.293,0.416,-7.85,07ge6BIa91sNQ0QfVNdISe
400,0.501,0.365,179.534,0.393,-13.37,6dmFCN3vq5YU0xBrvPMZ2X
401,0.339,0.308,79.279,0.865,-12.548,1Zdmyx7zR4oCKaUbtO9I1I
402,0.759,0.504,116.94,0.367,-8.627,1vcy2v26fNmxsvr5ZEU3ZT
403,0.338,0.562,95.176,0.47,-12.911,6SLGBni8OgnlhGytkgd5K4
404,0.397,0.0599,97.989,0.887,-12.326,1gOe91HYBeigjpBukHFcxq
405,0.5,0.686,144.125,0.0634,-7.725,4OUJbLNW5omqBAMIumKln5
406,0.409,0.887,137.999,0.838,-4.569,4JHX3u5yovzybigusJ1pec
407,0.93,0.805,97.947,0.161,-9.523,4jUDSMs1w1Cvp584A7UbTS
408,0.778,0.412,120.958,0.609,-12.418,6MiBXghHp1jKqDZcL9gl4B
409,0.802,0.76,146.207,0.00167,-10.094,3VrZjDtGoiZHqrHxjbGUd9
410,0.858,0.822,112.932,0.187,-9.389,1lo6muWx5KAMtrWQwyWw3p
411,0.863,0.399,123.012,0.638,-13.032,1qLaNl7nkRh0rvr1QKW8Eg
412,0.938,0.566,132.256,0.648,-10.526,7m90M3yYvJ5FC96NieHjAA
413,0.521,0.466,94.959,0.627,-8.516,7bFnkwiLfedU1nxtfeM1QX
414,0.782,0.666,100.299,0.373,-5.101,4XlIoFeNG3DYSOdVTQog2F
415,0.749,0.895,126.142,0.822,-4.8,0FgdWiDxQ8RE4Zz824Ouyf
416,0.602,0.426,108.232,0.939,-9.7,5q595Iv1dXciwXDdXZ7Hs6
417,0.629,0.77,148.391,0.383,-8.024,27qXPRh7jLh1kfC9x0W3hg
418,0.438,0.458,108.311,0.256,-11.78,2dg3zhOE5S8iPuZHasSkgn
419,0.612,0.437,175.324,0.295,-6.584,5stR2RgbM4ecM5Rq6RGQ5O
420,0.385,0.381,117.035,0.00685,-12.916,0CAeBIRJ41fRGgqlm7Ljlo
421,0.862,0.503,116.982,0.421,-7.701,2TxwiEecfHsAqUNsGiuKYo
422,0.933,0.476,130.719,0.713,-12.922,0oR4XiH7xD3rEaJcQSeS2c
423,0.695,0.639,118.05,0.268,-7.322,3OkFDpVIkFPxjam3sSad8o
424,0.348,0.541,108.919,0.384,-6.629,1r1mIYf54CbwaZfKcnk4Sv
425,0.725,0.319,125.064,0.826,-10.364,0YbzF5FQjQ8vNyiFzvITWO
426,0.418,0.356,203.818,0.535,-12.299,0risjhTCFd4OE6GN4SIXE7
427,0.361,0.363,203.949,0.301,-10.6,1tAWRd8j4Qx9tdifojbLtv
428,0.371,0.378,95.854,0.375,-12.652,6lf5HAEVpcbBYnsBmRMS2U
429,0.919,0.873,149.273,0.0165,-5.023,0UyoQ4egKMpURjT1qTwx5U
430,0.316,0.548,119.167,0.428,-6.768,1GW1RZoZ2MQ7CnFtWLrizQ
431,0.689,0.36,90.079,0.513,-10.876,24Chqg5E5vzWCjORbhe7YG
432,0.331,0.236,113.54,0.595,-16.54,06Snh2nHFbpF1OztKTMwQ8
433,0.513,0.329,101.234,0.633,-10.067,4XqGC7lg0dBkRlBCqcuFhj
434,0.741,0.852,104.787,0.382,-6.909,6pqpWeAh0nPxyeVsuWetHR
435,0.279,0.335,123.715,0.885,-12.156,5umbw3dTR8vGjhsFLjZg9r
436,0.232,0.152,85.285,0.603,-15.538,706Fo1Ryio2DJVIKCnbGtu
437,0.676,0.437,104.029,0.618,-12.235,2ZlpHzD786VSWcPc4mdLDX
438,0.739,0.258,123.841,0.653,-21.427,7kTkLYSQmoShTplBuO1mWW
439,0.878,0.325,113.92,0.465,-12.411,4Qs2KRzOhuxAbUIfIM3OMt
440,0.801,0.794,174.415,0.292,-8.884,14YwCwjv5vMkuFslHZ4rhs
441,0.968,0.674,83.848,0.739,-8.918,1Tr8YRzUKRPfYksGAwzuYH
442,0.952,0.673,142.881,0.462,-9.176,1ndCYDx5qJi9eEJBY4raQn
443,0.492,0.267,102.878,0.762,-15.153,55UIyaRgfcfSjdhylE5sif
444,0.794,0.442,113.966,0.7,-9.642,7L6TJjggx67LwUDcRV6H8d
445,0.328,0.285,138.515,0.696,-11.085,6W0iyifIIlufkIHArBjDfM
446,0.65,0.374,190.295,0.606,-9.542,3e5Zw5PAnVsdkmIzGMatrJ
447,0.804,0.642,80.955,0.418,-12.245,61AFPi9mNLt8AHwlodxIuh
448,0.963,0.596,186.62,0.402,-8.367,0mDZ3f6xB5fHdMJ4y7yaLH
449,0.964,0.736,137.521,0.178,-11.162,0aZONv71HjoKut86G2ghVd
450,0.663,0.409,101.062,0.691,-11.991,4EqrSum8x5jiY2wycABv0f
451,0.133,0.11,71.535,0.864,-17.022,2Pxk0EYcJ1h3KPTEy3HKn1
452,0.319,0.191,104.029,0.532,-14.07,0z9zjD7jXDMPwNa7sz9QjU
453,0.964,0.713,106.758,0.704,-11.079,6EYgrWalTgc2NeBag95S4c
454,0.392,0.461,95.481,0.669,-8.128,6M4i9X9duMIaD3lWXu6kuV
455,0.695,0.61,106.339,0.277,-8.283,1cFlQu46veG5hBatfzMa7z
456,0.451,0.443,97.901,0.839,-11.683,5H2manvDCBLULM7KmWFT4S
457,0.338,0.467,132.177,0.58,-6.028,6Y788PD2kRe85juYzXlcl8
458,0.328,0.638,78.994,0.931,-6.85,6BsqGXd7joYURClUVDIQnA
459,0.527,0.423,90.007,0.946,-7.356,1jyAU6YivXykhPjJTg1GYy
460,0.612,0.336,103.842,0.777,-9.62,5cQaZdXuDoYi1B1y8u2T3e
461,0.481,0.582,127.611,0.569,-6.637,6aq6guLOYRGp1k7FcS5DCi
462,0.967,0.54,94.222,0.709,-9.795,4lYgMN6NzVz2arXZ8BO4Qe
463,0.862,0.71,142.51,0.0839,-9.051,0mpPnh5USdvmEMk5Ljg4ra
464,0.313,0.374,106.773,0.798,-11.522,4JfKcrVaDPhklMKFdt5Z2S
465,0.386,0.314,85.714,0.885,-11.697,2pIsjxAyR5oO3LG9yztVfD
466,0.86,0.545,145.763,0.764,-9.286,7jPZ1fboR5AJWQz7XAxzrX
467,0.48,0.482,108.918,0.588,-8.32,65ATfasebXRAFfsr6RxIs4
468,0.623,0.537,119.241,0.0338,-7.519,5JGPnQgXCMORnbUGPRsd6y
469,0.411,0.53,122.188,0.567,-8.957,6qxu9A5LacChe5M2ixexAt
470,0.802,0.622,131.352,0.382,-5.664,62G2JyRFDKZHdXy6MG0xqd
471,0.508,0.54,95.649,0.731,-8.983,6ZWjWuv1zUO5EVZ6aj9t3s
472,0.399,0.476,89.574,0.682,-18.386,1EBd4UTbIggaFj4arEFe6v
473,0.816,0.723,139.002,0.625,-6.286,4VZTnmZReKkxmY74cFugki
474,0.759,0.319,119.584,0.362,-13.25,2VkS89gjSocAziXENTl1tL
475,0.964,0.786,132.789,0.672,-8.677,4NgsY2IgUkpqLtfn3OZ7UD
476,0.951,0.786,91.152,0.244,-8.163,1mwmFFf3A6tEdfkiIgVt5z
477,0.742,0.518,124.65,0.374,-8.008,5sA770gtBUA6WmX9vCs75D
478,0.646,0.42,108.688,0.8,-11.447,1lfEbHqeqMpECZkH4q0RFy
479,0.885,0.628,119.687,0.771,-10.976,5mhxWFpwhV5Bza5EZnl2Gt
480,0.865,0.705,169.965,0.184,-9.251,5kpNG59m5zqKucqWFTPiMD
481,0.176,0.242,77.43,0.874,-12.448,6SzVyYajUrhR3tABPGKJ6x
482,0.354,0.358,102.489,0.0566,-9.407,2xZWNm5WzIcTMw328Kad2G
483,0.82,0.881,182.935,0.0197,-5.717,2jLxcGcGhFdwLqPIFPBEqx
484,0.735,0.659,149.425,0.429,-10.601,1rh8XainzN2eJ8z6mFtQWk
485,0.41,0.237,99.931,0.551,-15.505,7s4QQhv3iHxBllAMjzhxMS
486,0.573,0.357,104.849,0.851,-8.661,3cQENuRzIs0SvbvFqyQEes
487,0.512,0.267,66.558,0.619,-17.513,2fclkhR4Q1howG2Vzz6ql2
488,0.646,0.494,100.356,0.955,-9.077,3QUd9GnDVaFnyW4IL4dY45
489,0.924,0.642,163.366,0.471,-10.022,0aMXkka59CVjatbBSIPmph
490,0.607,0.781,150.857,0.453,-7.114,3aAzkBvWueUWGlvGpZ1MIz
491,0.343,0.276,174.661,0.648,-11.007,6LeRkr5htLS3CGFK0QE6rb
492,0.75,0.701,138.972,0.288,-8.115,44EkIutPwqG3GlX5RJbcGd
493,0.816,0.668,108.7,0.588,-7.835,3OuPdse3Undue7PQbvbUr5
494,0.82,0.54,77.817,0.124,-8.036,3G2KQpiCXFYqYlUVVskqqr
495,0.423,0.343,104.084,0.582,-9.028,0qKFoy8yQcApu8I0iE9M7j
496,0.463,0.874,173.853,0.533,-3.505,1QpFBIMJ4DtRZaNlRoPulY
497,0.967,0.788,136.714,0.224,-8.563,6nCwEBRLL1ycvUOyFGFTU9
498,0.458,0.44,138.983,0.393,-8.982,1akW5DTeCprFWkcXuaMFjk
499,0.68,0.722,133.968,0.181,-7.234,2jZt2lazpC7eU9TaO7vGoS
